F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42
1.7953,1.3331,31.6586,2.337,95.2,47.7,1.9555,163.9,18.83,13.89,5.9817,81,146,0,1,27.19,46.85,97.6,21.2,4.48,4.25,4.092,19.787,2.6053,24.1,39.2,1.245,95.5,47.62,39.2,1.38,5.2,77.01,1.678,187.1,4.07,52.8,0,0,0,0,0
1.4235,1.1928,24.6059,2.271,95.8,34.7,1.0171,167.7,9.68,17.89,5.6478,94,146,28,0,25.0,41.06,76.0,41.6,2.02,2.13,3.115,29.657,1.0461,51.57,2.3,1.296,33.5,57.73,60.2,2.37,7.01,67.38,1.496,350.7,3.93,23.5,0,0,0,1,0
1.7664,1.1802,28.6975,2.391,69.5,20.0,1.784,163.6,14.8,18.93,3.9535,93,116,57,0,24.82,46.64,65.1,30.1,0.47,2.34,5.139,17.343,4.222,272.67,124.3,1.269,73.6,45.07,31.1,4.656,13.6,71.09,2.352,470.5,5.95,56.2,0,0,1,1,0
1.3596,1.1224,24.485,2.302,57.5,28.8,1.656,173.9,18.32,13.72,7.6178,86,146,31,0,20.02,40.23,104.9,30.8,2.18,2.89,5.972,20.967,1.9042,36.92,5.1,1.568,55.8,48.73,38.9,1.613,8.29,66.28,3.794,235.9,2.21,5.0,0,0,0,1,0
1.4075,1.1317,29.7406,2.499,47.8,46.4,1.5473,161.6,17.64,20.19,6.7166,78,166,0,0,18.65,46.0,76.9,34.4,1.15,1.55,4.063,25.44,2.3088,54.9,18.5,1.192,77.7,43.56,28.3,2.022,8.1,73.95,1.098,410.6,3.8,51.8,0,0,0,0,0
2.146,1.0242,25.0077,2.44,96.0,30.5,1.4208,163.2,18.7,18.27,4.8806,82,152,0,0,31.25,42.61,55.2,43.4,3.11,0.25,6.172,21.167,1.4894,30.56,29.8,1.053,94.3,62.38,31.2,5.021,13.05,65.58,0.953,199.0,4.66,36.4,0,0,0,1,0
1.1311,1.286,26.3799,2.147,71.0,42.6,1.5508,178.7,11.47,22.11,4.8117,93,126,0,0,31.75,44.75,92.8,20.6,1.77,3.1,3.0,12.67,4.047,59.76,16.9,0.997,70.6,59.37,64.6,18.846,9.6,64.37,0.945,318.1,7.66,14.8,0,0,0,0,0
1.415,1.3111,24.5851,2.527,84.3,34.0,1.272,167.0,8.31,16.74,5.8097,60,111,0,0,27.29,40.92,114.8,23.1,0.94,1.72,4.719,22.308,4.101,15.57,27.8,1.306,79.2,30.97,85.2,8.239,6.96,67.2,2.009,295.3,5.78,61.9,0,0,0,0,0
1.1065,1.4662,29.3895,2.493,80.9,35.0,1.2226,171.0,16.38,12.68,5.4215,92,114,0,0,25.29,37.43,73.6,29.7,5.64,2.97,4.44,25.445,1.234,56.51,29.3,0.927,57.6,32.02,36.7,2.789,9.9,73.81,1.907,443.4,5.98,61.9,0,0,0,0,0
1.2343,0.9687,28.2692,2.449,70.0,27.0,0.45,162.2,16.0,16.91,5.2984,69,123,0,0,5.26,47.85,71.8,13.0,2.56,1.41,5.696,27.401,2.7483,45.11,86.6,0.935,58.3,89.89,110.9,2.954,13.29,72.06,1.066,290.6,5.4,78.9,0,0,0,0,0
1.3588,1.0115,33.8917,2.49,68.7,41.1,1.5594,181.8,14.75,12.65,5.4339,70,105,0,0,15.18,40.79,61.3,24.5,2.02,0.52,7.013,24.612,2.4753,10.26,1.1,1.174,83.2,43.7,29.6,2.991,6.42,70.25,0.766,246.2,4.04,66.5,0,0,0,0,0
1.7868,1.0477,31.1734,2.385,84.6,38.2,1.1033,169.4,13.32,18.19,6.8239,72,170,0,0,40.83,45.05,34.9,11.5,1.57,2.96,6.795,25.941,2.836,61.51,52.6,1.094,34.1,25.9,118.3,6.017,2.0,73.08,1.186,398.9,4.13,79.2,0,0,0,0,0
1.7806,1.1223,28.1905,2.442,121.8,35.8,1.553,189.1,15.93,17.16,5.7868,56,169,0,0,28.52,45.39,31.8,36.1,0.67,0.2,3.832,8.469,2.5301,97.87,71.5,1.241,56.9,38.63,47.6,1.621,8.17,71.92,0.591,244.4,6.44,38.5,0,0,0,1,0
1.6312,0.6856,26.5302,2.244,89.7,47.8,0.9631,166.9,13.84,20.11,5.2776,68,147,0,0,11.05,44.4,110.6,39.4,1.58,0.84,6.883,13.233,4.8018,82.09,47.0,0.903,87.4,66.17,87.1,3.14,2.0,75.7,0.328,418.8,4.6,37.1,0,0,1,0,0
1.2623,1.1007,26.7526,2.291,82.9,28.4,1.966,166.1,15.18,18.75,4.2795,74,140,0,0,42.74,42.81,93.3,12.1,1.48,0.2,5.228,21.943,1.68,30.82,216.1,1.075,51.3,28.57,83.8,9.484,10.4,69.72,0.974,303.9,2.92,53.1,0,0,0,1,0
1.5387,1.1469,31.5674,2.324,81.5,32.6,1.5398,172.0,23.37,15.14,5.82,73,124,0,1,42.6,46.26,130.7,36.6,3.41,2.21,5.485,25.588,2.918,7.71,48.3,1.14,86.3,26.63,10.0,6.609,4.92,68.33,2.74,470.7,7.09,49.0,0,0,0,0,0
1.4958,0.7185,28.0641,2.346,49.5,26.9,1.2774,179.2,18.46,19.94,3.465,85,139,38,1,12.47,34.7,73.4,25.8,0.69,1.01,3.669,7.727,4.5546,103.42,56.5,0.958,36.9,88.03,100.7,3.671,9.84,75.72,1.571,325.4,5.12,53.1,0,0,0,1,0
1.6704,0.59,32.987,2.367,65.5,25.2,1.1749,168.0,12.59,12.93,4.4092,81,112,0,0,35.6,47.97,134.0,22.4,3.47,2.25,5.123,20.403,2.333,120.1,31.4,0.804,62.1,33.78,104.7,0.934,5.53,67.71,3.781,390.7,4.94,31.4,0,0,0,0,0
1.4806,1.4504,21.7049,2.437,81.6,33.4,1.3843,158.8,15.66,17.88,6.2397,83,111,50,0,24.91,45.92,99.7,28.0,2.83,1.39,5.025,14.066,3.555,280.0,5.0,1.232,108.3,52.73,89.0,2.196,6.9,74.13,0.424,295.7,6.6,75.2,0,0,0,0,0
1.6049,1.2205,23.6355,2.52,66.5,38.5,1.906,167.1,15.55,19.47,6.6016,76,137,0,0,28.69,44.34,41.8,38.8,12.71,2.93,3.513,24.17,2.0697,22.63,8.2,1.075,89.5,20.73,43.9,1.628,3.4,67.65,0.807,338.3,5.35,48.2,0,0,0,0,0
1.3285,1.2316,31.5083,2.343,82.9,44.1,0.8474,176.4,12.85,20.86,4.948,75,138,0,1,34.94,38.36,99.3,23.7,0.59,1.86,5.289,20.717,3.9752,34.93,22.0,1.066,25.8,52.67,51.0,18.675,2.0,73.02,1.838,286.6,4.4,44.6,0,1,0,0,0
1.6692,1.2251,30.1336,2.254,72.3,26.0,1.2745,175.3,20.6,20.09,4.7413,94,180,0,0,15.98,42.74,74.8,30.5,0.3,1.2,4.832,25.696,3.3251,69.86,18.9,0.96,58.0,41.2,20.0,1.044,5.37,74.1,4.047,415.4,5.38,25.7,1,0,0,0,0
1.8568,0.8486,31.0459,2.373,77.1,39.0,0.9102,157.5,18.34,17.58,3.5566,77,140,0,0,40.81,44.74,66.8,30.3,0.73,1.3,5.035,13.786,2.4005,22.95,53.0,1.147,53.7,72.81,16.7,12.815,15.03,76.53,2.793,296.7,3.67,58.1,0,0,0,1,0
1.6869,1.0416,31.1794,2.312,86.8,49.2,1.252,182.4,21.27,13.84,6.1797,81,164,0,0,35.53,42.94,111.9,25.8,1.49,1.91,3.145,23.891,3.1675,261.1,10.8,1.153,100.0,38.85,58.2,25.538,4.55,73.5,8.0,312.4,6.21,74.8,0,1,0,0,0
1.9657,1.1008,25.1002,2.383,42.1,40.7,0.9111,161.1,21.29,9.0,5.5584,87,132,0,0,19.82,44.88,94.0,32.1,2.82,2.9,4.449,12.927,3.1207,93.46,45.4,1.209,58.4,78.38,87.8,9.576,10.93,71.83,1.191,241.6,6.52,51.1,0,0,0,0,0
1.5405,0.7626,31.546,2.333,65.4,41.0,1.4253,174.0,16.15,13.62,5.3206,78,119,0,0,5.0,43.22,55.7,38.9,1.17,2.19,4.592,26.373,2.4923,40.9,33.3,1.132,76.3,15.64,47.4,1.777,12.11,77.84,1.995,215.3,5.0,70.5,0,0,0,0,0
1.3911,1.3205,30.6437,2.382,74.8,25.1,1.5049,163.4,17.26,23.49,5.0758,88,155,60,1,30.87,39.17,80.1,22.2,1.16,0.97,5.872,15.685,4.6616,62.44,48.2,1.258,40.0,23.59,41.8,1.915,20.54,70.33,1.169,260.4,4.55,15.4,0,0,1,1,0
1.2985,1.1124,36.4907,2.484,84.5,33.4,1.4211,174.9,12.17,16.11,5.0702,53,125,0,0,39.13,44.52,64.2,19.5,3.2,0.65,6.582,21.943,3.0683,53.22,17.1,0.981,81.3,48.24,99.2,1.954,3.16,73.21,4.431,342.3,5.23,72.7,0,0,0,0,0
1.5274,1.4062,34.7577,2.282,78.1,38.1,1.1755,179.9,18.98,9.19,7.4045,79,111,0,0,33.25,39.91,97.0,31.0,5.31,3.3,4.693,24.382,4.6502,280.0,27.2,1.122,104.0,69.33,42.1,5.252,12.01,78.67,1.886,288.7,3.24,29.9,0,0,0,0,0
1.1808,1.1086,26.9324,2.524,89.0,31.5,1.1458,160.3,21.2,17.48,4.7919,90,118,0,0,5.0,43.4,81.9,23.0,3.6,3.47,4.151,14.452,4.1495,40.6,63.8,1.231,83.7,59.65,58.7,4.639,4.43,74.24,2.025,318.8,2.9,69.6,0,0,0,1,0
1.4406,0.7661,24.5637,2.163,76.9,26.6,2.1816,169.9,18.65,15.28,5.5836,73,139,0,0,22.73,35.63,80.6,18.6,0.63,1.67,6.53,24.345,4.1969,7.53,29.1,0.945,89.0,56.57,51.4,2.325,12.1,68.33,1.709,331.4,4.76,48.1,0,1,0,1,0
1.0581,0.5902,29.6698,2.297,41.1,29.7,0.908,162.1,12.41,14.01,5.5269,75,111,40,0,36.43,40.64,30.5,11.6,1.91,3.71,6.066,16.837,1.9551,58.13,20.1,0.864,40.2,91.52,60.4,11.22,14.85,69.21,0.768,301.6,5.51,84.7,1,0,0,0,1
1.6599,0.7035,30.7335,2.309,44.5,23.2,1.3164,169.1,11.54,17.92,4.261,64,148,77,0,27.32,47.61,41.5,39.2,2.47,2.28,6.431,25.854,2.0463,17.41,11.8,1.155,51.5,39.99,124.9,5.716,2.0,66.29,0.808,306.4,7.14,38.8,0,0,1,0,0
1.8188,0.9551,25.9618,2.621,80.8,35.3,1.9545,163.9,14.28,19.85,4.5567,81,129,0,0,19.04,42.32,91.7,24.5,3.91,2.63,5.053,24.671,3.0996,78.94,47.6,1.012,50.1,47.82,38.7,3.47,10.48,69.36,1.959,305.2,2.93,39.6,0,0,0,0,0
1.7292,1.2183,32.7899,2.227,76.0,42.9,1.2548,171.4,16.64,17.45,5.5742,65,146,0,0,27.75,39.78,101.0,18.8,2.49,2.38,6.49,20.793,2.5312,13.69,20.2,1.12,75.7,23.46,42.0,1.659,15.2,72.15,4.984,354.1,5.12,36.3,1,0,0,0,0
1.2594,1.1206,29.056,2.171,123.8,32.3,1.084,171.4,15.59,14.43,5.0276,94,134,0,1,36.79,40.21,30.0,34.0,9.51,2.55,5.403,12.291,3.7791,27.13,2.3,0.942,121.2,43.42,97.1,1.392,3.49,72.81,1.08,367.9,5.06,10.0,1,0,0,1,0
1.7228,0.9176,29.1368,2.422,98.3,31.9,1.6094,158.7,17.29,23.03,5.2974,86,143,0,0,22.28,43.04,45.0,21.6,6.0,1.85,6.382,15.781,4.2855,12.15,3.2,1.548,82.7,94.01,77.7,4.756,14.07,76.76,0.792,323.2,3.84,54.6,0,0,0,1,0
1.8715,0.9958,34.4222,2.452,97.9,44.2,1.5727,169.4,17.42,14.21,3.7754,77,134,0,1,26.39,37.9,40.5,15.2,1.74,3.28,5.379,24.617,2.15,79.94,3.0,1.069,47.8,37.67,52.9,2.727,12.94,63.52,0.811,516.1,3.18,81.7,1,0,1,0,0
1.4854,1.3466,22.1742,2.574,61.6,34.5,1.9656,161.6,14.55,15.31,4.8236,66,121,0,0,24.17,38.8,56.5,31.4,0.75,4.06,4.507,29.711,4.0694,19.17,1.6,1.158,60.7,20.01,59.7,3.725,10.27,72.28,1.159,365.5,5.54,60.2,0,0,0,1,0
1.1371,0.7805,24.3447,2.383,75.7,28.9,1.9232,156.9,19.33,23.73,6.7941,94,139,25,0,21.0,41.62,90.5,18.8,0.68,1.52,4.586,20.982,1.9133,30.8,34.3,1.461,81.4,35.76,74.0,2.332,10.46,72.56,0.958,350.1,3.13,49.1,0,0,0,0,0
1.6895,1.3739,24.8753,2.348,89.2,30.6,1.0983,161.4,14.0,11.05,2.9771,86,151,67,0,38.06,43.59,45.9,31.3,1.57,0.66,6.489,38.821,3.4609,17.36,6.8,1.269,38.7,56.37,86.3,8.284,6.1,76.99,2.744,316.8,4.9,49.5,0,0,0,0,0
1.9833,0.9137,33.4164,2.23,65.6,36.8,1.5267,161.2,12.03,16.06,4.424,95,119,0,0,27.75,44.57,87.6,25.8,3.94,1.73,3.819,22.999,3.6936,52.08,46.4,1.055,49.9,22.22,39.7,3.806,7.99,72.58,1.737,308.4,4.59,30.1,0,0,0,1,0
1.5812,1.1613,17.5123,2.676,83.4,28.9,1.1015,159.1,21.29,19.84,4.5193,81,114,69,1,22.42,41.4,46.1,22.2,4.83,1.7,5.447,17.738,2.3899,140.86,57.9,1.432,106.3,46.97,66.9,0.369,9.24,67.35,1.172,405.6,8.15,67.9,0,0,0,0,0
1.2525,0.7677,31.148,2.408,100.5,39.9,1.8439,168.4,11.46,15.15,6.8099,73,136,31,0,35.13,46.06,109.9,31.0,0.42,1.77,6.794,23.422,1.824,18.5,53.8,0.995,68.4,32.57,61.6,2.298,4.1,66.91,2.461,316.9,4.95,24.9,0,0,0,0,0
1.5095,1.1496,28.1094,2.288,95.8,46.6,1.4732,184.7,17.7,18.82,5.8614,81,151,32,2,6.31,41.59,115.3,18.6,1.48,2.18,4.336,21.342,3.718,143.67,178.6,0.774,84.4,48.43,105.3,8.468,3.3,77.87,2.011,284.9,4.9,110.1,0,0,0,0,0
1.6413,0.7729,30.7426,2.424,75.4,25.9,1.7424,162.4,22.72,13.31,3.5813,74,132,70,0,15.37,42.62,103.8,32.9,0.7,2.04,6.964,22.595,2.0444,31.15,156.6,1.031,77.7,75.2,26.1,4.096,12.03,74.9,0.65,277.7,3.94,30.1,0,0,0,0,1
1.6932,0.6529,23.8027,2.335,81.7,42.9,1.2977,161.5,18.43,19.59,4.1854,66,129,0,0,25.53,46.96,99.5,18.5,1.47,3.76,5.671,30.316,2.7326,6.87,19.0,1.318,58.2,33.24,52.6,2.812,16.77,68.71,1.305,380.9,7.36,53.1,0,0,0,0,0
1.299,1.0219,36.7082,2.362,93.8,40.5,1.475,158.6,10.49,10.96,4.5086,80,126,31,2,25.94,44.74,83.9,16.3,3.87,2.03,6.586,14.873,2.1692,45.69,14.2,1.132,96.4,58.7,59.2,4.084,10.71,71.72,2.138,309.0,5.05,51.2,0,0,0,0,0
1.2739,0.9119,31.762,2.223,68.1,40.2,1.9927,162.4,15.82,19.84,7.0565,78,115,0,1,5.24,42.09,67.8,27.3,1.58,2.26,4.792,29.027,5.0212,171.21,12.9,1.151,33.1,63.73,54.7,1.775,11.49,65.26,1.556,496.5,4.54,32.4,0,0,0,0,0
1.6799,0.7317,24.1483,2.308,54.1,32.4,1.957,166.2,15.83,17.98,4.7335,81,116,54,0,29.78,36.34,46.5,19.0,7.02,1.85,4.607,26.226,2.1965,94.16,22.5,1.054,55.5,31.54,55.3,2.285,7.22,71.44,1.123,322.9,5.56,27.5,0,0,0,0,0
1.5624,1.1799,29.3961,2.388,52.8,39.0,1.2947,188.1,20.86,13.84,3.9512,87,124,0,0,37.2,40.43,66.0,26.5,4.82,3.24,5.059,26.94,4.3409,44.43,73.9,1.287,96.4,38.37,116.3,13.053,10.71,72.9,3.55,337.9,6.91,34.1,0,0,0,0,0
1.1879,0.9763,28.6662,2.648,58.0,50.8,0.8518,164.8,17.94,22.94,2.7958,83,161,0,0,21.63,44.08,67.8,27.4,3.31,2.11,4.94,17.751,4.0479,272.66,58.8,1.073,75.5,47.51,55.7,13.499,7.4,68.8,3.74,398.4,4.1,66.0,0,0,0,0,0
1.1797,1.1815,19.6778,2.177,92.8,34.5,1.3683,166.2,17.04,18.43,4.4638,76,137,69,0,30.5,40.35,66.6,21.5,0.69,2.22,3.801,33.063,5.8238,52.88,10.8,0.845,63.2,61.2,84.5,2.222,6.97,72.63,2.536,227.8,6.57,37.7,0,1,0,1,1
1.3691,1.2834,18.3384,2.534,117.9,36.5,1.7272,159.9,12.88,10.66,5.1469,79,150,73,0,37.95,39.22,92.0,48.1,1.06,2.78,4.571,12.052,2.4952,24.92,60.2,0.976,94.4,36.94,39.6,1.175,16.32,73.46,1.647,286.7,5.87,30.9,0,0,1,0,0
1.2698,1.2273,29.682,2.411,90.4,32.3,1.9084,169.3,16.33,16.07,6.0105,74,101,0,0,7.05,43.48,75.1,13.8,4.05,1.43,3.661,19.042,2.915,58.58,4.6,1.157,71.3,41.61,75.7,2.195,13.05,64.69,3.844,325.3,7.65,43.5,1,0,0,1,0
1.5002,1.0622,29.0434,2.248,67.9,35.3,1.3688,174.6,13.94,13.86,5.4749,85,138,0,0,10.17,43.25,98.1,27.3,1.07,2.58,5.87,7.932,2.1122,117.57,1.1,1.051,81.7,32.96,108.0,3.844,2.0,71.59,1.93,242.8,3.92,87.7,0,1,1,0,1
1.1946,0.8837,31.1207,2.135,86.2,32.7,1.2579,148.9,13.81,17.48,5.5639,96,114,0,0,19.29,39.89,70.2,26.6,1.97,1.93,4.537,11.72,4.0534,168.99,92.1,1.312,102.8,36.79,65.5,20.314,6.15,69.46,0.81,282.8,3.89,26.0,0,0,0,0,0
1.9891,0.9564,28.758,2.383,58.9,30.7,1.3198,154.6,19.59,18.53,5.4646,71,103,73,0,11.98,41.71,80.4,22.9,0.9,1.49,4.961,31.5,2.842,66.12,20.3,1.141,54.4,33.11,85.6,3.338,15.34,64.51,0.989,386.9,3.97,65.1,0,0,0,0,0
1.4397,1.1186,29.591,2.397,77.5,44.9,0.8582,167.9,17.69,15.09,3.578,76,105,0,0,5.0,40.25,84.6,22.8,2.51,0.6,7.115,19.509,1.6769,33.83,21.3,1.013,106.9,40.65,75.9,2.286,6.57,67.91,2.309,283.9,3.98,5.0,0,1,0,0,0
1.2311,0.947,21.0092,2.156,82.9,41.3,1.1106,172.4,15.94,15.52,5.7142,60,134,68,0,32.2,44.62,57.6,22.2,2.55,1.85,5.843,26.291,3.0494,62.69,11.5,1.104,127.8,28.25,78.6,4.079,8.73,68.36,1.35,234.8,8.03,36.7,0,0,0,0,1
1.3708,1.1574,27.9636,2.543,90.7,29.6,1.9716,163.9,16.2,22.15,4.38,82,119,48,0,13.08,46.0,69.0,27.0,9.11,2.1,5.212,29.226,1.9281,27.42,35.9,1.225,46.0,65.67,121.0,3.728,2.0,78.67,1.325,283.6,6.15,60.9,0,0,0,0,0
1.7138,0.8103,25.214,2.416,98.2,37.6,2.0042,169.4,14.68,8.61,5.4768,79,160,0,0,30.07,43.55,74.2,20.3,0.87,4.87,5.315,23.555,2.9762,93.96,31.3,1.026,75.0,46.59,101.4,1.616,10.7,72.45,1.114,270.6,2.51,96.7,1,1,0,0,1
1.2246,1.1792,29.8108,2.551,115.2,22.7,2.0069,179.1,8.48,11.97,5.5373,79,123,26,0,14.09,39.99,30.0,23.5,1.99,1.57,5.766,21.097,4.2159,265.95,6.8,1.289,80.9,55.57,37.4,1.744,8.19,72.28,0.852,402.8,3.18,37.7,0,0,0,0,0
1.5852,0.8396,34.1612,2.369,75.4,34.7,1.2875,164.5,23.04,13.35,5.411,74,148,0,0,27.35,38.2,75.2,30.7,2.3,3.77,4.359,16.624,4.276,87.48,73.7,1.175,118.2,64.12,64.4,1.27,9.54,74.82,0.64,247.4,5.85,50.1,0,0,1,0,0
1.3596,0.658,34.1786,2.663,35.0,34.2,1.7291,156.5,18.91,9.99,5.7236,69,93,0,0,34.04,41.26,54.6,24.9,16.4,3.15,6.297,20.942,4.2199,19.68,44.0,1.077,54.8,47.11,41.1,1.617,9.96,68.82,0.935,315.7,4.16,22.2,0,0,0,0,1
1.5631,0.7413,28.6078,2.438,57.0,30.5,0.6995,172.8,18.48,10.35,3.4534,96,155,0,0,5.0,42.92,63.2,14.5,1.59,2.07,3.54,25.57,1.7757,17.54,20.2,1.32,100.5,36.67,129.5,30.0,8.37,67.59,2.08,299.6,3.91,29.7,0,0,0,0,1
1.6624,1.1337,22.8971,2.428,99.6,29.5,1.6063,172.8,19.1,19.82,4.6465,65,133,77,0,23.53,48.82,93.9,28.1,0.58,4.2,4.937,27.341,4.8551,27.14,76.4,1.183,37.7,8.52,41.2,12.086,5.46,69.8,1.035,239.7,8.84,5.0,1,0,0,1,0
1.6938,1.1204,28.8801,2.435,96.9,42.2,1.2577,188.6,14.06,18.24,4.7133,66,141,0,0,43.25,44.61,82.4,24.9,5.43,3.06,6.24,18.128,3.8949,68.32,15.9,1.402,84.3,16.48,10.0,3.871,4.73,72.66,3.454,339.8,5.25,62.8,0,0,0,0,0
1.2557,1.399,33.5154,2.246,80.0,57.0,1.0301,165.2,9.48,10.41,6.5062,69,139,0,0,22.49,43.0,87.0,33.4,0.77,3.29,6.677,30.451,2.4524,60.99,11.0,1.222,10.0,31.53,129.2,3.022,6.86,71.34,0.952,295.2,4.1,41.9,1,0,0,0,1
1.5415,0.7719,22.1606,2.416,85.4,27.7,1.1881,161.1,16.04,20.96,3.4945,66,140,0,0,29.29,40.39,66.3,30.7,3.56,2.48,6.267,14.811,4.1151,57.44,10.5,1.182,55.6,45.04,24.6,1.319,5.02,67.27,1.486,405.8,7.24,43.3,0,1,0,0,0
1.3717,0.9958,28.9013,2.637,62.6,55.5,1.8253,176.3,15.13,21.98,3.318,59,142,0,0,11.49,41.72,62.7,39.2,3.33,4.22,5.652,21.793,4.1989,36.83,12.7,1.567,63.6,27.15,66.6,3.775,4.18,62.89,1.679,397.4,2.14,46.6,0,0,0,0,0
1.3623,0.664,25.5769,2.304,67.0,53.7,1.2982,170.4,16.43,14.92,5.3674,74,152,0,0,24.98,39.9,150.3,10.7,0.92,1.76,6.076,16.206,3.5913,43.68,8.9,1.171,95.0,20.83,40.3,18.257,6.22,67.9,2.281,245.8,4.49,59.8,0,0,0,0,0
1.5589,1.2119,21.5106,2.369,115.1,23.8,1.6148,153.1,15.81,15.57,3.5928,66,146,25,0,26.82,48.86,54.6,29.0,1.56,1.29,6.22,14.35,0.7,59.99,16.0,0.729,54.7,31.97,77.3,0.967,10.77,76.98,1.397,157.6,6.81,60.0,0,0,0,0,0
1.2325,0.6452,25.0071,2.216,85.3,36.9,1.2087,176.4,17.69,17.03,3.2468,69,129,0,0,28.49,38.64,84.8,34.6,4.99,1.5,6.344,15.313,4.1866,31.26,19.4,0.911,30.2,12.11,46.7,6.723,10.43,64.93,7.602,311.8,4.07,77.2,0,0,0,1,0
1.5332,1.1938,27.8649,2.319,69.6,42.0,1.3017,153.9,16.66,21.03,4.8109,75,143,58,0,53.67,42.64,74.5,29.1,2.94,2.9,4.262,21.362,2.2905,30.96,10.1,1.318,57.7,46.18,52.4,2.247,8.28,76.27,1.62,322.5,5.37,41.6,0,0,0,0,0
1.5663,1.1569,25.4057,2.325,86.6,28.3,1.8913,171.8,15.38,13.88,4.5402,74,88,0,0,13.74,41.32,81.3,18.2,1.99,3.75,7.874,25.638,4.1686,101.67,3.4,1.508,74.0,46.85,40.3,5.222,11.89,67.05,0.972,367.7,6.83,69.2,0,0,1,0,0
1.8512,0.6888,19.3084,2.469,93.5,42.5,0.45,181.7,19.09,12.2,5.5737,85,115,49,0,24.86,45.91,55.6,33.8,2.83,2.37,5.502,24.627,2.5115,30.9,24.5,1.254,43.7,31.11,56.9,8.402,4.98,68.84,3.924,276.4,6.44,43.2,0,0,0,1,0
1.4579,0.8321,32.8682,2.118,68.0,38.9,0.9961,176.4,11.42,10.36,6.3207,84,114,0,0,29.47,42.31,33.0,24.4,1.63,2.95,7.592,16.936,2.8473,37.23,25.1,0.981,53.6,82.89,45.7,10.658,12.47,71.76,1.048,266.5,7.34,37.8,0,1,1,0,0
1.4131,0.7786,30.3635,2.567,85.8,33.9,0.9224,164.9,16.09,18.97,5.0624,87,135,0,0,38.07,42.37,73.9,28.4,2.14,2.76,6.127,29.967,2.1922,110.1,13.8,1.455,10.3,61.02,115.0,5.462,6.38,71.35,3.356,288.9,5.41,53.9,0,0,0,0,0
1.452,1.1037,25.5003,2.343,71.1,47.0,1.6782,167.5,12.26,13.39,3.3338,79,115,69,0,14.94,42.19,75.8,16.8,2.73,0.91,3.596,26.339,3.2786,7.35,90.2,1.3,23.2,63.6,70.0,1.007,13.32,70.92,2.415,304.4,4.94,52.4,0,0,0,0,0
1.6032,0.8104,20.1301,2.447,114.6,33.0,1.0006,166.4,18.05,12.59,6.6462,76,135,0,2,24.74,45.04,65.7,12.6,1.59,0.66,5.139,25.61,2.5399,12.69,25.8,1.415,79.3,36.73,10.0,2.088,11.12,70.49,0.316,264.6,4.06,31.8,0,1,0,1,0
1.4132,1.2536,22.1192,2.465,95.4,53.5,1.1526,173.5,16.86,20.66,5.5711,86,138,0,0,27.95,44.39,57.3,16.6,1.93,1.83,6.306,27.757,2.8443,64.46,19.7,1.076,81.5,88.26,66.4,2.432,5.11,60.44,0.863,276.6,4.91,26.9,0,0,0,0,0
1.1931,0.8851,25.5167,2.313,83.6,20.0,1.8022,163.9,20.76,13.77,7.3091,76,137,0,0,33.73,40.35,85.0,18.7,2.69,1.43,5.098,20.231,2.8625,30.75,35.2,1.524,95.2,47.89,84.2,8.121,11.82,69.31,5.45,455.2,4.53,32.9,0,0,0,0,0
1.7604,1.1532,22.8585,2.61,56.0,45.2,1.1611,158.4,20.03,19.29,5.5962,81,134,0,0,5.0,42.16,82.1,13.6,5.77,3.0,3.0,14.874,2.0244,24.85,24.0,0.928,51.3,55.76,86.1,4.936,2.16,76.38,0.716,302.1,3.51,45.5,0,0,0,0,0
1.1989,1.1484,29.2886,2.492,91.9,43.3,1.1476,167.0,15.38,15.97,2.7276,82,100,74,0,34.34,41.09,66.4,24.3,1.88,1.32,4.799,12.939,0.9399,16.99,104.0,1.297,87.1,5.0,37.2,1.398,7.94,75.49,1.327,251.6,2.63,61.4,0,0,0,1,0
1.0006,0.8807,27.9981,2.243,90.8,20.0,1.3998,170.8,15.0,22.08,6.52,69,133,75,0,36.92,41.36,48.2,31.6,8.68,3.58,4.846,22.392,4.782,50.02,6.7,1.392,36.7,46.34,54.1,5.092,8.73,71.4,4.269,274.1,4.04,41.9,0,0,0,0,0
1.5484,0.6539,28.5118,2.153,76.4,36.0,1.3239,166.7,18.47,17.1,6.1553,67,137,0,0,34.63,40.19,102.1,20.6,1.45,2.55,5.543,22.967,2.8162,88.51,68.4,0.851,79.3,42.8,113.4,3.298,3.49,66.2,2.003,391.4,6.91,57.0,0,0,0,0,0
1.4314,0.7881,31.6876,2.024,89.8,55.9,1.5846,162.2,18.49,6.0,5.497,76,139,0,0,23.1,47.8,94.2,24.6,3.57,0.73,3.554,24.207,1.7817,9.55,52.6,1.31,82.5,81.77,70.1,4.711,16.25,68.85,2.271,292.3,5.12,53.9,0,0,0,0,1
1.2146,0.8793,19.8267,2.357,84.0,36.2,1.2603,172.2,17.93,10.98,4.601,67,129,0,0,35.35,48.56,103.8,45.8,4.16,3.17,7.057,25.829,2.7055,21.3,112.5,1.194,86.5,30.22,49.7,9.164,2.09,73.77,2.184,258.9,5.82,16.8,0,0,0,0,0
